wl	R
802.391	351.8922222
802.785	353.4533333
803.178	348.7722222
803.572	352.1533333
803.965	351.6333333
804.358	352.9344444
804.752	358.9155556
805.145	371.1388889
805.538	365.1566667
805.931	363.8555556
806.324	360.9944444
806.717	355.7933333
807.11	343.3111111
807.502	350.8533333
807.895	347.9922222
808.288	354.7544444
808.68	352.1533333
809.073	353.1944444
809.465	354.4955556
809.858	362.8177778
810.25	365.6777778
810.642	373.2188889
811.034	370.6177778
811.426	370.3577778
811.818	366.7166667
812.21	364.8966667
812.602	360.7355556
812.994	356.8344444
813.386	347.9922222
813.778	347.2122222
814.169	349.2933333
814.561	344.6122222
814.953	352.9344444
815.344	352.6744444
815.736	341.4922222
816.127	350.3333333
816.518	350.0733333
816.909	355.7944444
817.301	359.1755556
817.692	360.9955556
818.083	358.1355556
818.474	357.6155556
818.865	363.0766667
819.255	373.9988889
819.646	373.4788889
820.037	378.16
820.428	379.46
820.818	379.72
821.209	369.5777778
821.599	373.9988889
821.99	373.7388889
822.38	359.9555556
822.77	362.2955556
823.16	357.0944444
823.55	353.7133333
823.94	351.3733333
824.33	364.1166667
824.72	369.8377778
825.11	364.1155556
825.5	360.7344444
825.89	370.3566667
826.28	364.1155556
826.669	369.0566667
827.059	367.2366667
827.448	362.5555556
827.838	349.2922222
828.227	352.4133333
828.616	356.8344444
829.005	356.0544444
829.395	341.7511111
829.784	344.0922222
830.173	338.8911111
830.562	342.0111111
830.951	341.4911111
831.339	343.0511111
831.728	342.2711111
832.117	342.2711111
832.506	338.63
832.894	343.5711111
833.283	343.8311111
833.671	340.4511111
834.059	342.5322222
834.448	345.3922222
834.836	352.1544444
835.224	348.5133333
835.612	345.3933333
836	347.9933333
836.388	352.1544444
836.776	356.5744444
837.164	362.5555556
837.552	365.1555556
837.94	364.3755556
838.327	357.6133333
838.715	356.8333333
839.103	364.8944444
839.49	355.2722222
839.877	355.7922222
840.265	345.13
840.652	344.61
841.039	337.3288889
841.426	337.8488889
841.813	342.27
842.2	345.65
842.587	346.9511111
842.974	361.5144444
843.361	361.2544444
843.748	372.1777778
844.134	365.6755556
844.521	368.7966667
844.908	362.0355556
845.294	357.0944444
845.681	353.1933333
846.067	338.11
846.453	339.6711111
846.839	338.3711111
847.226	329.2688889
847.612	337.5911111
847.998	343.5722222
848.384	354.2344444
848.77	354.7544444
849.155	357.0955556
849.541	365.9366667
849.927	359.9555556
850.312	359.6955556
850.698	362.5555556
851.084	356.0544444
851.469	349.5522222
851.854	343.3111111
852.24	349.2922222
852.625	346.4311111
853.01	346.6911111
853.395	338.3688889
853.78	339.9288889
854.165	341.75
854.55	347.9911111
854.935	350.3322222
855.32	354.4933333
855.704	344.8711111
856.089	343.3111111
856.474	347.9922222
856.858	361.5155556
857.243	360.9955556
857.627	358.9144444
858.011	356.5744444
858.396	354.7544444
858.78	351.6333333
859.164	359.1755556
859.548	363.8566667
859.932	363.3366667
860.316	357.3544444
860.7	356.3144444
861.083	359.4355556
861.467	360.2155556
861.851	352.6733333
862.234	356.5744444
862.618	352.9333333
863.001	357.0944444
863.385	349.5533333
863.768	340.4522222
864.151	346.4333333
864.534	340.9722222
864.918	338.3711111
865.301	344.3522222
865.684	338.11
866.066	340.7111111
866.449	337.33
866.832	337.07
867.215	353.7133333
867.597	351.6333333
867.98	354.4933333
868.363	350.8522222
868.745	350.3322222
869.127	349.8122222
869.51	346.1711111
869.892	352.4122222
870.274	358.3933333
870.656	350.3311111
871.038	352.6711111
871.42	348.25
871.802	356.5722222
872.184	354.2322222
872.566	351.8922222
872.948	358.1333333
873.329	351.6322222
873.711	348.5111111
874.092	339.93
874.474	337.85
874.855	336.81
875.236	328.2277778
875.618	329.7877778
875.999	342.5311111
876.38	343.5722222
876.761	344.0922222
877.142	344.6122222
877.523	357.3544444
877.904	355.2733333
878.285	360.9944444
878.665	364.3755556
879.046	364.1155556
879.426	358.6533333
879.807	356.5722222
880.187	357.8733333
880.568	359.4344444
880.948	350.5922222
881.328	352.6733333
881.708	351.6333333
882.089	351.3733333
882.469	353.1933333
882.849	356.0544444
883.228	360.2155556
883.608	360.7355556
883.988	370.6177778
884.368	378.16
884.747	378.94
885.127	382.0611111
885.506	385.9622222
885.886	385.1822222
886.265	384.6622222
886.645	379.4611111
887.024	377.9
887.403	370.3577778
887.782	371.6577778
888.161	365.6766667
888.54	363.0755556
888.919	360.2144444
889.298	365.9355556
889.676	359.9544444
890.055	345.9111111
890.434	342.5311111
890.812	340.1911111
891.191	332.65
891.569	329.2688889
891.948	327.9688889
892.326	327.1888889
892.704	322.2477778
893.082	327.1888889
893.46	337.0711111
893.838	339.6711111
894.216	339.1511111
894.594	341.7511111
894.972	353.9733333
895.35	358.3944444
895.727	363.8555556
896.105	365.1566667
896.482	361.2555556
896.86	355.2744444
897.237	355.2744444
897.615	354.4933333
897.992	362.5555556
898.369	359.1755556
898.746	354.7544444
899.123	352.6744444
899.5	357.0944444
899.877	354.4933333
900.254	364.3755556
900.631	370.0966667
901.007	360.7344444
901.384	346.6911111
901.761	341.23
902.137	339.93
902.514	340.19
902.89	337.07
903.266	340.4511111
903.642	334.99
904.019	330.5688889
904.395	337.8511111
904.771	341.4922222
905.147	339.4111111
905.523	344.8722222
905.898	338.63
906.274	343.3111111
906.65	342.0111111
907.026	341.4911111
907.401	341.7511111
907.777	341.7511111
908.152	344.6111111
908.527	342.0111111
908.903	335.5088889
909.278	340.19
909.653	339.15
910.028	339.41
910.403	339.67
910.778	338.89
911.153	342.7911111
911.528	346.4322222
911.902	356.3144444
912.277	359.1755556
912.652	355.7955556
913.026	345.1322222
913.4	350.0733333
913.775	357.0944444
914.149	355.5344444
914.523	350.8533333
914.898	348.2522222
915.272	339.41
915.646	334.9888889
916.02	335.2488889
916.394	340.71
916.767	339.41
917.141	334.4688889
917.515	340.97
917.888	350.8522222
918.262	352.4133333
918.635	365.6766667
919.009	369.0577778
919.382	375.8188889
919.756	376.6
920.129	382.5811111
920.502	381.0211111
920.875	375.04
921.248	371.1388889
921.621	374.2588889
921.994	366.4566667
922.366	360.9955556
922.739	352.9344444
923.112	352.1533333
923.484	340.71
923.857	350.3322222
924.229	351.1122222
924.602	347.7311111
924.974	345.6511111
925.346	351.3722222
925.718	360.7344444
926.091	364.1144444
926.463	363.8544444
926.835	363.8544444
927.206	360.4733333
927.578	360.4733333
927.95	359.4333333
928.322	353.7122222
928.693	340.1888889
929.065	334.4666667
929.436	329.7855556
929.808	331.3466667
930.179	339.9288889
930.55	335.7677778
930.921	339.1488889
931.293	342.53
931.664	340.7088889
932.035	346.4311111
932.406	350.0722222
932.776	353.4533333
933.147	347.4711111
933.518	346.1711111
933.888	346.9511111
934.259	343.05
934.63	341.75
935	343.8311111
935.37	355.2733333
935.741	355.0133333
936.111	351.8922222
936.481	359.4344444
936.851	356.3133333
937.221	356.8333333
937.591	353.7122222
937.961	350.0711111
938.331	355.0122222
938.7	350.3311111
939.07	343.31
939.44	351.1122222
939.809	342.53
940.178	337.5888889
940.548	337.3288889
940.917	338.37
941.286	333.4288889
941.656	332.6488889
942.025	327.4477778
942.394	335.7688889
942.763	338.3688889
943.131	341.75
943.5	337.3288889
943.869	332.6477778
944.238	338.8888889
944.606	343.83
944.975	340.9688889
945.343	340.4488889
945.712	334.4677778
946.08	328.7466667
946.448	332.1277778
946.816	343.0511111
947.184	343.8322222
947.552	335.25
947.92	334.99
948.288	332.91
948.656	335.77
949.024	335.51
949.392	340.1911111
949.759	339.6711111
950.127	335.51
950.494	335.77
950.862	346.4322222
951.229	346.1722222
951.596	344.8711111
951.963	347.9922222
952.33	355.5344444
952.697	346.6922222
953.064	344.8711111
953.431	347.4711111
953.798	348.5111111
954.165	347.7311111
954.532	350.0711111
954.898	352.4122222
955.265	352.1522222
955.631	347.9911111
955.998	346.6911111
956.364	337.0688889
956.73	335.5088889
957.096	338.1088889
957.463	333.4277778
957.829	331.6077778
958.195	329.7877778
958.56	327.9677778
958.926	334.9888889
959.292	346.6922222
959.658	355.5344444
960.023	348.5133333
960.389	349.5544444
960.754	348.2544444
961.12	347.4744444
961.485	350.8544444
961.85	354.4944444
962.216	345.1322222
962.581	339.15
962.946	338.89
963.311	347.7311111
963.676	347.4711111
964.041	345.9111111
964.405	343.31
964.77	340.71
965.135	337.33
965.499	338.1111111
965.864	339.4122222
966.228	344.8733333
966.592	350.3344444
966.957	340.4522222
967.321	340.4522222
967.685	339.1522222
968.049	344.8733333
968.413	348.7733333
968.777	356.3144444
969.141	358.9144444
969.504	350.3322222
969.868	346.4322222
970.232	353.9733333
970.595	361.2544444
970.959	368.7955556
971.322	368.2755556
971.686	362.5544444
972.049	363.8544444
972.412	363.8544444
972.775	369.3155556
973.138	374.7766667
973.501	375.5566667
973.864	379.4577778
974.227	379.4577778
974.59	365.4144444
974.952	363.0744444
975.315	361.2544444
975.677	355.0133333
976.04	359.1744444
976.402	349.5522222
976.765	349.0322222
977.127	330.3077778
977.489	327.7077778
977.851	336.03
978.213	336.29
978.575	330.8288889
978.937	327.1877778
979.299	318.6066667
979.661	312.8855556
980.022	316.0066667
980.384	324.8488889
980.745	325.6288889
981.107	330.83
981.468	332.13
981.83	327.9688889
982.191	332.91
982.552	333.17
982.913	334.21
983.274	333.95
983.635	332.39
983.996	334.21
984.357	328.4877778
984.718	326.9277778
985.078	334.21
985.439	330.8288889
985.799	330.3077778
986.16	335.2488889
986.52	338.1088889
986.88	343.83
987.241	345.9111111
987.601	352.4133333
987.961	351.8933333
988.321	348.5122222
988.681	351.8933333
989.041	350.8533333
989.4	350.0733333
989.76	351.3744444
990.12	341.7522222
990.479	337.0711111
990.839	340.1911111
991.198	351.1133333
991.558	352.4133333
991.917	353.1933333
992.276	361.7755556
992.635	356.5744444
992.994	348.5122222
993.353	356.0533333
993.712	359.1744444
994.071	355.2744444
994.43	345.3922222
994.789	349.5533333
995.147	351.8944444
995.506	340.4522222
995.864	351.8944444
996.223	350.0744444
996.581	347.4744444
996.939	340.7122222
997.297	336.0311111
997.656	339.6722222
998.014	339.4122222
998.372	338.6322222
998.729	342.5322222
999.087	340.1922222
999.445	346.6933333
999.803	351.1144444
1000.16	352.4144444
1000.518	349.5533333
1000.875	340.1911111
1001.233	334.99
1001.59	328.7477778
1001.947	339.1511111
1002.304	342.5311111
1002.661	337.33
1003.018	335.2488889
1003.375	338.89
1003.732	343.0511111
1004.089	344.6111111
1004.446	344.0911111
1004.802	345.6522222
1005.159	337.07
1005.516	334.99
1005.872	334.73
1006.228	336.5511111
1006.585	340.4522222
1006.941	340.9722222
1007.297	342.5322222
1007.653	343.0522222
1008.009	347.2133333
1008.365	341.4922222
1008.721	345.3933333
1009.076	342.5322222
1009.432	339.1511111
1009.788	338.1111111
1010.143	334.21
1010.499	339.4111111
1010.854	338.3711111
1011.21	338.11
1011.565	343.3111111
1011.92	336.5488889
1012.275	343.8311111
1012.63	348.5122222
1012.985	346.1711111
1013.34	350.8522222
1013.695	349.5522222
1014.049	356.8333333
1014.404	357.6144444
1014.759	357.3544444
1015.113	359.1755556
1015.468	355.2744444
1015.822	349.5533333
1016.176	350.5933333
1016.53	349.8133333
1016.885	349.5533333
1017.239	344.0922222
1017.593	342.2711111
1017.947	342.2711111
1018.3	342.5311111
1018.654	341.4911111
1019.008	344.0911111
1019.362	340.9711111
1019.715	341.4911111
1020.069	344.3522222
1020.422	347.9933333
1020.775	345.6533333
1021.128	353.4544444
1021.482	348.5133333
1021.835	348.2533333
1022.188	347.4733333
1022.541	345.3922222
1022.894	340.9711111
1023.246	340.4511111
1023.599	336.55
1023.952	331.0888889
1024.304	327.9688889
1024.657	339.6711111
1025.009	340.4511111
1025.362	347.2133333
1025.714	352.1544444
1026.066	350.5944444
1026.418	350.3344444
1026.77	350.8544444
1027.122	365.6777778
1027.474	369.3177778
1027.826	366.4566667
1028.178	371.1377778
1028.529	364.6355556
1028.881	360.7355556
1029.233	364.1166667
1029.584	366.7166667
1029.935	374.7788889
1030.287	364.6366667
1030.638	358.3955556
1030.989	351.8944444
1031.34	354.2344444
1031.691	353.1944444
1032.042	358.9155556
1032.393	360.4755556
1032.744	357.8755556
1033.095	355.2744444
1033.445	362.8155556
1033.796	367.7566667
1034.146	370.975
1034.497	368.0914286
1034.847	372.8283333
1035.197	372.906
